job_posting_id,title,job_description,location,company_id,views,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type
196406165,Loan Coordinator,"Morlen Capital Advisors, a boutique commercial mortgage brokerage firm, is actively looking for an experienced Mortgage Loan Coordinator to join our growing company here in Morristown, NJ If you are motivated, have a proven ability to multi-task while remaining extremely organized, and have a hands-on approach, then, MCA may be the place for you. MCA offers a dynamic environment that fosters and encourages individual growth and rewards performance. Employees are encouraged to share their views and ideas, ultimately taking responsibility for their careers. This is an extraordinary opportunity to work with a great team in an energetic environment.
The Loan Coordinator position includes analyzing credit reports and appraisals, qualifying loans according to company or lender guidelines, and reviewing and processing commercial mortgage and investment property transactions. You will also validate loans approved, correspond with title companies and third-party vendors, and communicate with customers on loan status and loan closings.
Essential Responsibilities :Evaluates loan applications for risks and various criteria such as investor requirements, accuracy, consistency and completenessReview documents to ensure accuracy and completeness.Review assets statements to compare to required assets. Require documentation and source for any recent large depositsReview appraisal to ensure the value is supported and that the appraiser has provided a complete accurate appraisal. Review file to make sure compliance has been met; regulatory, state compliance, and federal (patriot act)Review final conditions turned in for Underwriting Final Approval within 24 hoursMaintain current and fluid knowledge of investor and agency guidelinesCommunicates effectively and engages proactively with loan originators, processors, branch managers, funders, and post-closers in regard to loan decisions, assignment of loan conditions, investor guidelines/documentation requirements, and possible loan scenariosPerforms other related duties as assigned
Job Requirements5+ years of recent Mortgage Processing Experience Ability to work in a fast paced, fluid environment and be held to minimum production standardsHigh integrity and outstanding work ethic requiredStrong computer skills; proficient in Microsoft Word, Excel and OutlookMust have proficient written and verbal communication skillsKnowledge of compliance and disclosure requirementsKnowledge of closing, post-closing & quality control responsibilities","New Jersey, United States",,2.0,Contract,0.0,1713534869000.0,1.0,https://www.linkedin.com/jobs/view/196406165/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716126869000.0,,,,1713534869000.0,,0,CONTRACT
227832999,General Laborer,"Looking for a General Laborer for our real estate property management team. Must have a positive attitude, work with little supervision, demonstrated work history of acceptable attendance and punctuality and availability to lift 75 lbs.
As a General Laborer you will perform a wide range of duties within the company, but not limited to: lifting as much as 75 pounds alone, being on feet all day, following all required safety procedures and general clean-up around the communities. In addition, crew members are responsible for performing duties such as planting, trimming, pruning, mowing, seasonal cleanup of properties, snow removal, and other general property maintenance.Prior general labor experience is a plus.Will train individuals with the right qualities and aptitude.Applicant must be willing to work in a variety of weather conditions, able to lift 75lbs., be a hard worker, and a team player that wants to grow with a growing organization.
Responsibilities include but are not limited to:Routine apartment and general building maintenance, including but not limited to plumbing, heating, carpentry and electricalGeneral maintenance of common areasPerform preventive maintenance around the propertiesCarpentry, Plumbing, Light Electrical, Heating Systems, Drywall repair, Appliance repair and installation.Participates in building and property coverage by working evenings and weekend rotations as required.Assist in snow removalAssist with seasonal outdoor maintenance and landscaping needs ·Assist with apartment and building painting needs ·Assist with driving when necessary ·Assist with janitorial services when necessary ·Lift furniture and carry large items (often exceeding 50 pounds) up several flights of stairs ·Climb ladders at heights reaching 20 feet or more ·Completing all tasks in a timely and professional fashion ·Order/ track maintenance supplies ·Communicating facility needs and concerns in the buildingsCoordinate with Corporate FacilitiesCoordinate with on-site management staff
Qualifications:AT LEAST ONE YEAR PREVIOUS EXPERIENCE PREFERREDA working knowledge of maintenance, operation, and repair of facilities and the equipment. Must have an excellent knowledge of all pertinent Department of Public Welfare Codes, OSHA requirements, and other codes related to mechanical systems.Ability to lift and carry objects weighing over 50 pounds.Ability to work occasionally in poor weather conditions, including heat, cold, rain or snow.Good communication and interpersonal skills in order to work with clients, residents, visitors and staff having a wide range of technical and clinical expertise.Basic computer knowledge is required (word, excel, outlook etc.).On-call required on rotational basis for emergencies and after hours callsMust have valid driver's license and reliable vehicle
If you successfully meet these qualifications and are looking to work for a great company, please submit your resume.Job Type: Full-time
Pay: $18.00 - $24.00 per hour
Benefits:401(k)Paid time offSchedule:8 hour shiftMonday to FridayOn callWork Location: In person","Erie, PA",,3.0,Full-time,0.0,1713280468000.0,0.0,https://www.linkedin.com/jobs/view/227832999/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715872468000.0,,,,1713280468000.0,,0,FULL_TIME
228003844,Swim Instructor,"HCC is looking to hire professional and experienced private swim instructors to teach swim lessons to our members at club pool. We supply the clients, you set your own schedule! Must have the ability to work mornings. Conduct private (1-1) and small group swim lessons. Instructor must have their CPR certification. Earn up to $30/hr. Interested parties, email your resume to Estella@harlingencc.com","Harlingen, TX",4033304.0,7.0,Contract,0.0,1713389686000.0,0.0,https://www.linkedin.com/jobs/view/228003844/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715981686000.0,,,,1713389686000.0,,0,CONTRACT
229924287,Administrative Assistant,"The Administrative Assistant will organize and coordinate program administration and procedures to ensure organizational effectiveness, efficiency, and safety for a small but growing nonprofit. This hybrid role entails remote and in-office work, primarily based in Woburn, occasional time in Medford, and some travel throughout the state. The successful candidate excels at multitasking, thrives in a dynamic environment, and can work independently with little supervision.
DUTIES AND RESPONSIBILITIESPoint person for mailing, shipping, ordering supplies, equipment, bills, and errandsOrganize and schedule meetings and appointmentsPerform HR functions to onboard new employees into the payroll system and ensure all personnel policies are providedCoordinate with IT contract providers on all program equipmentManage relationships with vendors and service providers, ensuring timely ordering, invoicing, and paymentManage contract and price negotiations with office vendors, service providers, etc.Provide general support to callers and email contactsManage office services by organizing operations and procedures, controlling correspondences, maintaining filing systems, and overseeing clerical functionsEstablish historical references for the office, including procedures for protection, retention, record disposal, retrieval, and staff terminationsMeasure results against standards and make necessary changesPerform review and analysis of special projects, keeping management informedRecruit staff for the program, provide orientation, and training to new employeesParticipate actively in company activities planning and executionDevelop standards and promote activities that enhance operational proceduresEnsure filing systems are maintained and currentMonitor and maintain office supplies inventoryReview and approve office supply acquisitionsEnsure security, integrity, and confidentiality of dataOversee adherence to office policies and proceduresAnalyze and monitor internal processesImplement procedural and policy changes to improve operational efficiencyPrepare operational reports and schedules to ensure efficiencyPerform any other duties and/or tasks assigned as needed
QUALIFICATIONSEducation: A minimum of an associate degree with courses in secretarial/office administration or equivalent experienceExperience: Three to five years of proven office management, administrative, or assistant experienceKnowledge of office management responsibilities, systems, and proceduresExcellent time management skills and ability to multitask and prioritize workAttention to detail and problem-solving skillsExcellent written and verbal communication skillsStrong organizational and planning skillsProficient in Microsoft Office and knowledge of office software packagesKnowledge of accounting, data, and administrative management practices and proceduresKnowledge of clerical practices and proceduresKnowledge of human resources management practices and proceduresKnowledge of business and management principlesOffice Manager key skills & proficiencies: Communication, Analysis and Assessment, Judgment, Problem-Solving, Decision Making, Planning and Organization, Time Management, Attention to Detail, Accuracy, Initiative, Integrity, Adaptability, Teamwork, Budgeting, Staffing, Supervising, Developing Standards, Process Improvement, Inventory Control, Supply Management, Creativity, Proactivity, Recordkeeping, Coordination, Billing, Interpersonal Skills, Motivation, Administrative Support
Hours: 22.5hrs/weekSalary: $23.00/hrBenefits: Prorated sick and vacation days, 11 paid holidays, $.50 mile for work-related travel, 70% of monthly health insurance premium Other: Must be COVID vaccinated","Woburn, MA",14773918.0,3.0,Part-time,0.0,1713550487000.0,0.0,https://www.linkedin.com/jobs/view/229924287/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716142487000.0,,,,1713550487000.0,,0,PART_TIME
231010577,Service / Construction Technician,"Company DescriptionPierce Refrigeration is a full-service HVAC and commercial refrigeration company located in West Bridgewater, MA. With over 75 years of experience, we specialize in selling, installing, and repairing heating systems, including gas and oil furnaces, heat pumps and hybrid heat. Our services also include central and ductless air conditioning systems, as well as indoor air quality products such as air purifiers, ventilators, and humidifiers. We are available 24 hours a day for emergency services and are dedicated to providing the highest level of expertise and customer satisfaction.
Role DescriptionWe are hiring full-time on-site role for a Service/Construction Technicians and Apprentices at Pierce Refrigeration in West Bridgewater, MA. The technician will be responsible for performing inspections, planning and executing construction projects, ensuring construction safety protocols are followed, and providing expertise in civil engineering and building surveying. The technician will also be responsible for maintaining documentation and records related to construction projects.
Benefits401KShort and Long Term DisabilityCompany Van and gas cards for qualified techniciansHealth, Dental and Vision PlansPaid Vacation and Holidays40 hours of paid sick timeEnd of Year Bonuses
QualificationsExperience in planning and executing construction projectsKnowledge of civil engineering and building surveying principlesUnderstanding of construction safety protocolsAbility to inspect and assess construction sitesStrong problem-solving and analytical skillsAttention to detail and ability to maintain accurate documentationExcellent communication and interpersonal skillsPhysical fitness and ability to work in various environmental conditionsRelevant certifications or licenses (e.g., OSHA certification) preferred","West Bridgewater, MA",6482450.0,3.0,Full-time,0.0,1712457025000.0,0.0,https://www.linkedin.com/jobs/view/231010577/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715049025000.0,,,,1712457025000.0,,0,FULL_TIME
243731357,Legal Secretary,"Description Legal secretary/assistant needed for national litigation group of Fortune 500 company. Competitive salary and superior benefits offered. We represent one of the country’s leading title insurance companies, major institutional lenders and property owners in real estate litigation matters. Successful candidates should be team players with experience running a busy litigation desk. Please respond via e-mail with resume, salary requirements and references to Heidi.cooling@fnf.com. Requirements Must have at least 2 years Arizona or Colorado civil litigation experience, knowledge of both state and federal procedural rules, superior organizational skills, strong attention to detail and the ability to provide secretarial/administrative support to experienced trial attorneys. Working knowledge of MS Office Software, including Adobe required. Knowledge of TurboCourt and e-filing desired.","Phoenix, AZ",1832363.0,3.0,Full-time,0.0,1712439588000.0,0.0,https://www.linkedin.com/jobs/view/243731357/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715031588000.0,,,,1712439588000.0,,0,FULL_TIME
258868844,Salesperson,"ABME, a leader in corporate event planning, is looking for multiple positions including sales, delagate aquisition, sales support and more. Ability and willingness to travel a must. 1-2 years experience required. Work from home. Great bonus structure and abiltybto make $100k plus immediately",United States,11008179.0,4.0,Full-time,0.0,1713470495000.0,1.0,https://www.linkedin.com/jobs/view/258868844/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716062495000.0,,,,1713470495000.0,,0,FULL_TIME
263583866,Registered Nurse,"We currently need the following team members at GRAYLING NURSING AND REHABILITATION COMMUNITY in GRAYLING, MICHIGAN: 
Registered Nurse (RN) *1st Shift - $5,000 SIGN-ON BONUS
*3rd Shift - $10,000 SIGN-ON BONUS 
 Atrium Centers…Be a light…to all residents, their families and team members “Our mission is to serve as a bright light in the lives of our residents and families by delivering compassionate, quality care in the communities they call home”. Our foundation is based upon Compassion, Community and Clinical Excellence.  BENEFITS:100% Employee owned (ESOP) and offer 401(k) matchingMedical/Dental/Vision/Life InsurancesPaid Time Off/Holiday PayTuition Reimbursement – Further your career with our support!Atrium Centers Discount Program – SAVE ON TRAVEL, ELECTRONICS, HEALTH AND WELLNESS, AUTOMOTIVE AND MORE
RESPONSIBILITES:Assess, evaluate, and provide direct care/related services for residents in accordance with their care planAdminister medications and complete treatments based on residents' needsSupervise and evaluate the performance of nursing assistants
QUALIFICATIONS:A passion for caring for and improving the lives of our residentsCurrent RN LicenseAbility to Administer Medication and IV certificationGood Working knowledge of State Rules/RegulationsPositive Can-Do Attitude and Excellent Attendance
We are Atrium Centers, and we invite you to see—first-hand—what we’re all about. If you’re committed to delivering compassionate, quality care in your local community, and believe in taking an all-hands, all-hearts approach to delivering top-notch care, apply with us today.","Grayling, MI",5079435.0,4.0,Full-time,0.0,1713465260000.0,0.0,https://www.linkedin.com/jobs/view/263583866/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716057260000.0,,,,1713465260000.0,,0,FULL_TIME
266566927,Marketing & Office Coordinator,"About Revesco Properties:Revesco Properties is a boutique commercial real estate investment, development, and management firm headquartered in Denver, CO. Revesco operates under three primary business units: Revesco Properties, Revesco Properties Trust and Elitch Gardens/The River Mile Development. Revesco Properties specializes in finding unique, urban-infill development sites in Denver to build projects that are accretive to the neighborhoods by utilizing interesting architectural elements and adding amenities such as retail. Revesco Properties Trust is a real estate investment trust that is focused on raising Canadian equity to acquire ownership in open-air shopping centers and mixed-use properties in select U.S. markets. And, The River Mile is a 62-acre urban-infill redevelopment at scale in the heart of downtown Denver in the current location of Elitch Gardens, along the banks of the South Platte River.
Position Summary: Revesco Properties is looking for an experienced and versatile Marketing and Office Coordinator who is eager to excel in all aspects of the job. The ideal candidate has experience in developing, creating, and executing marketing campaigns while managing a variety of other tasks in an office environment. The coordinator should be equally proficient with day-to-day marketing activities and long-term strategizing and strive under tight deadlines to meet the company's changing needs. The coordinator has a no-task-is-too-small, team-player attitude who is an expert at creative problem-solving. 
Marketing Responsibilities:
Marketing Strategies: Formulate and execute marketing plans and strategies aligned with the company's objectives and target audience. Brand Management: Maintain and enhance the company's brand image. Ensure brand consistency across all marketing channels and campaigns.Campaign Planning and Execution: Plan, coordinate, and execute marketing campaigns across various channels such as digital, print, social media, and events.Content Strategy: Develop content strategies for different marketing channels, including website, social media, email marketing, and advertising.Sales Collateral: Create and maintain sales collateral such as brochures, product sheets, presentations, etc. to support the Business Development team and drive customer engagement.Marketing Event Management: Collaborate with non-profit partners to plan and coordinate various events and volunteer opportunities.Analytics and Reporting: Track and analyze marketing performance metrics. Measure the effectiveness of marketing campaigns and initiatives to build successful strategies.Marketing Calendar: Maintain and update the marketing calendar, ensuring alignment with business objectives, monitoring deadlines, and communicating updates to VP of Ops and Strategy.CRM Software: Updating, maintaining and utilizing customer relationship management software (currently HubSpot) for marketing initiatives.
Office Responsibilities:
Event Planning: Assist in planning and organizing office events, and meetings. Coordinate logistics, such as venue booking, catering, and attendee arrangements.Office Management: Maintain office supplies inventory, order supplies as needed, and ensure office equipment is in working order. Coordinate with vendors and service providers for office maintenance and repairs.Continuous Improvement: Identify opportunities for process improvements and efficiency enhancements in office operations. Implement best practices and streamline workflows to optimize productivity.Ad Hoc Support: Provide additional support and assistance to employees and management as needed, demonstrating flexibility and adaptability in fulfilling job duties.
Qualifications: Bachelor’s degree in marketing, business, or related field.Minimum of two years of marketing/office coordinator experience. Equivalent education and experience may be substituted.Proficient in Adobe Creative Suite (InDesign, Illustrator, and Acrobat).Ability to work collaboratively with cross-functional teams.Advanced knowledge of Microsoft Office Suite.Strong organizational skills to manage multiple projects simultaneously, prioritize tasks, and meet deadlines.Creative thinking ability to develop engaging marketing campaigns and content that resonate with target audiences.Excellent business writing, editing and proofreading skills. Must communicate professionally, both orally and in writing.Experience using customer relationship management software, preferably HubSpot.Professional effectiveness and credibility.Notary certified or willingness to become certified. 
Work Environment and Physical Demands:This job operates in a professional office environment in the fun and upbeat LoHi neighborhood with Little Owl Coffee in the building. Participate in team events such as an annual summer boat day, ski trip, volunteer events, and weekly breakfast club! This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets, and scanners. Some travel may be required.
Compensation:$55,000-$75,000/year","Denver, CO",8577252.0,13.0,Full-time,1.0,1713458968000.0,0.0,https://www.linkedin.com/jobs/view/266566927/?trk=jobs_biz_prem_srch,,SimpleOnsiteApply,1716050968000.0,,,,1713458968000.0,,0,FULL_TIME
266825034,Software Support Specialist,"Are you driven by the thrill of solving problems and offering unparalleled support? Do you thrive in environments that challenge you and push you to grow? My client is at the forefront of Spectrum Engineering and Management, and are on the lookout for a dynamic Software Support Specialist to join their team.
If you are goal-oriented, crave new experiences, and are ready to make a tangible impact, I'd love to speak with you.
Duties include, but are not limited to:
Responsibilities:Assist users in designing and optimizing their wireless networks.Support Web Application users by identifying issues and testing updates and fixes.Conduct online support sessions.Support Request for Information (RFI)/Request for Proposal (RFP) efforts.Assist in sales initiatives and business development efforts.
Required Skills:Excellent computer skills.Strong verbal and written communication skills.Bachelor’s degree in science or engineering preferred.Experience of working in a Help Desk environment.Ability to work autonomously.Experience with PHP, JavaScript, and Web Development programming is desirable.Spanish/Portuguese language skills are a plus.
If you have a year or two's experience in a support role, or are a recent graduate, get in touch!","McLean, VA",99212509.0,,Full-time,0.0,1712859730000.0,0.0,https://www.linkedin.com/jobs/view/266825034/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1728411708000.0,,,,1712859730000.0,,0,FULL_TIME
280496925,Coordinator for Multicultural Student Organizations,"The Coordinator serves as the principal advisor to the ASWSU Senate, committees, and functions associated. The ASWSU Advisor will be knowledgeable of procedures and practices pertaining to the ASWSU Constitution and By-laws as well as University procedures. The ASWSU Advisor’s duties will include but are not limited to challenging and supporting student leaders associated with the ASWSU Senate and affiliate committees and organizations, working with students to appropriate and reconcile the budgetary functions of the organizations. Additionally, the ASWSU Advisor will assist with program specifics for the programmatic and service committees of ASWSU, advising various committees and working to support advisors external to department staff.","Pullman, WA",166875.0,7.0,Full-time,0.0,1713455867000.0,0.0,https://www.linkedin.com/jobs/view/280496925/?trk=jobs_biz_prem_srch,https://wsu.wd5.myworkdayjobs.com/en-US/WSU_Jobs/job/Coordinator-for-Multicultural-Student-Organizations_R-11504?source=Linkedin,OffsiteApply,1716047867000.0,,,,1713455867000.0,,0,FULL_TIME
345332937,Barber,"Part time Barber, to start, tons of possibilities, including ownership, and or just working part time, and or picking up more hours in time. 
Experience preferred but will train the right person. All Haircuts, some shaving (will train). Scheduling clients. 
References needed.","Grafton, WI",9900162.0,3.0,Part-time,0.0,1713397018000.0,0.0,https://www.linkedin.com/jobs/view/345332937/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715989018000.0,,,,1713397018000.0,,0,PART_TIME
358267047,Production Planner (Food Technologist),"Job Summary: We are seeking a skilled Production Planner with a background in Food Technology to oversee our production processes and ensure efficient and effective manufacturing operations. The Production Planner will be responsible for ensuring the production schedule is optimized, materials are available when needed, and products are manufactured to meet customer demand. The successful candidate will work closely with Production Team, Procurement, and Quality Assurance Departments to ensure that production schedules are met, and product quality is maintained.  Production Planner will work onsite in Concord/Charlotte NC. Responsibilities: · Develop and maintain an effective production plan to ensure that production targets are met in a timely and cost-effective manner. · Confirm that the production schedule is aligned with customer demand and sales forecasts and communicate any changes to the relevant departments. · Monitor inventory levels and liaise with the procurement team to ensure that raw materials and packaging materials are available as and when required. · Analyze production data to identify opportunities for process improvement, reduce waste and improve product quality. · Coordinate with the maintenance and production supervisor to ensure that equipment is in good working order. · Confirm compliance with all relevant health and safety regulations and company policies. · Confirm that all production-related documentation is accurate and up to date. · Confirm all quality measures are met for production. Requirements: · Bachelor's degree in Food Science, Food Technology, or related field. · Minimum of 3-5 years of experience in a production planning or related role within the food industry. · Strong analytical, problem-solving skills and the ability to analyze production data to identify trends and opportunities for improvement. · Excellent communication and interpersonal skills, with the ability to work effectively with a range of stakeholders. · Knowledge of food safety regulations and quality control standards. · Familiarity with production planning software and tools (SAP, MRP, MPS….) · Strong organizational skills and the ability to manage multiple priorities simultaneously. · Understanding of production processes and supply chain management principles. · Ability to work independently and as part of a team. · Flexibility to work outside of regular business hours when required. Physical Capabilities · Ability to routinely carry and lift up to 50 lbs. · Frequent climbing, bending, reaching, stooping, kneeling, and stretching for extended periods of time. · Repeated lifting, carrying, pushing, pulling, and handling of products. · Extended standing or walking throughout the day. · Willing and able to operate powered industrial equipment including walkies, reach truck and stand ups. · Ability to use computer and telephones for extended periods of time. 
Salary: Depending on experience.Great Benefits Package with generous PTO","Concord, NC",348976.0,6.0,Full-time,1.0,1712350980000.0,0.0,https://www.linkedin.com/jobs/view/358267047/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1714942980000.0,,,,1712350980000.0,,0,FULL_TIME
368586246,Embryologist,"Job duties:To recover oocytes from follicular aspirates, to prepare spermatozoa used to fertilize these oocytes using intracytoplasmic sperm injection (ICSI) technique, to culture the resulting embryos, to use micromanipulation to assist the embryos in hatching and to perform trophectoderm biopsy, and to assist the physician in transferring embryos. To maintain and prepare sufficient stocks of all materials needed in the IVF procedures. All of the above duties are accomplished in such a way as to maximize the pregnancy rate achieved at the practice.
Essential Job Functions include: Perform clinical in vitro fertilization techniques. This includes obtaining a semen specimen and preparing it for insemination, retrieving oocytes from follicular aspirates, inseminating the oocytes by intracytoplasmic injection, culturing the resulting embryos, and assisting in the transfer of the embryos.Perform assisted fertilization techniques, including assisted hatching and trophectoderm biopsy.Cryopreservation and thawing of oocytes, embryos and spermatozoa.Extensive record keeping, including but not limited to; recording all IVF related paper work and entering data into practice EMR, recording and filling laboratory checks and cleaning check lists, maintaining records on all equipment present in the laboratory.Prepare semen specimens for intrauterine inseminations; perform semen analyses.Ensure quality control and maintain chain of custodyConduct chemical analyses of body fluids such as blood and semen to determine presence of normal and abnormal components.Analyze test results and enters findings in computer.Perform quality control studies to ensure accuracy of clinical data.Engage in medical research under direction of Laboratory Director.Perform routine preventative maintenance on assigned instruments and equipment according to established schedule and procedure.Verify instrument functioning by checking and calibrating specific lab instruments and documents data.Record on instrument logs any repairs, replacement, and maintenance needed of equipment.Report test results in timely fashion.Establish and maintain effective working relationships with patients, medical, and administrative staff.Review results to assure total accuracyPrepare for federal and state inspections to maintain licensure for CLIA and/or CAP
Education and Experience: Bachelor's degree (B. S.) from four-year college or university in biology, laboratory science or related fieldThree to five years related laboratory experience and/or training; or equivalent combination of education and experienceAbility to access, input, and retrieve information from a computer. Experience with EMR systems Knowledge of Microsoft products (Word, Excel, Outlook)
Competencies: Professional demeanor and attitude; excellent interpersonal skills, and the ability to demonstrate good judgmentAbility to communicate accurately and concisely with patients while demonstrating compassion and understanding for their situationExcellent interpersonal skills and ability to communicate effectively, with coworkers and supervisorsAbility to remain calm in stressful situationsAbility to multi-task and remain flexible within a dynamic office environment.Ability to work as part of a team 
Benefits: Heath, Dental, Vision insurance 401(k)Paid time off Comp. Days for Weekends
Schedule: Monday to Friday and occasional weekends at one location 
To submit your application:https://www.indeed.com/job/embryologist-944f8c0533634448","St Louis, MO",81247311.0,2.0,Full-time,0.0,1713449250000.0,0.0,https://www.linkedin.com/jobs/view/368586246/?trk=jobs_biz_prem_srch,https://www.indeed.com/job/embryologist-944f8c0533634448,OffsiteApply,1716041250000.0,,,,1713449250000.0,,0,FULL_TIME
445337908,Chief Operating Officer,"The Chief Operations Officer (COO) position is an excellent opportunity for a highly motivated, mission-focused leader in operations. The COO is a key member of FBA’s management team, responsible for the effective functioning of FBA’s operations, including the warehouse, trucks and drivers, facilities, and equipment. This position is also responsible for all food resource activities.This is a full-time, exempt position which reports to the Chief Executive Officer, pay range $90,000 – $110,000 annually. To apply send resume and cover letter to jobs@foodbankofalaska.orgPlanning and ManagementKey member of leadership team, with responsibility for input on all major decisions for FBA’s future.Take an active role in strategic plan development and implementation.Take a visible role in FBA’s relationship with the Feeding America network for the purposes of improving operational effectiveness and food sharing.OperationsTake primary responsibility for the analysis, improvement, and implementation of all warehouse operations, including inventory, storage and distribution. Ensure that FBA implements best practices in warehousing.Take primary responsibility for all food transportation, including inbound food and shipping to rural Alaska.Ensure that donor and partner agencies are served promptly, efficiently, equitable, and courteously.Ensure that FBA’s facility and equipment are maintained appropriately, meeting all applicable regulations and codes. Develop plans pertaining to major repair, replacement or modification of facility systems and equipment.Establish, manage, and forecast expenditures and priorities on facilities and equipment and make recommendations for capital improvements.Food ResourcingTake primary responsibility for all incoming food to FBA, including food donations, USDA programs, and food purchases.Develop and maintain relationships with all local food donors, maintaining the highest standards of customer service. Actively seek new food donors. Ensure all food donors are recognized and thanked in a timely and appropriate manner.Conduct regular analysis of the food solicitation program and make recommendations for improvement.SupervisionDevelop, direct, and inspire operations staff.Ensure all activities are planned and completed in a timely and professional manner.Responsible for hiring, training, providing professional development opportunities and performance reviews for all operations staff.Here are some of the amazing benefits that come with this position:  A Premera Blue Cross Blue Shield Gold plan with very low employee costs.Principle Dental and Vision at a very low cost to employees. Free Life Insurance and AD&D. Paid time off, starting with 3 weeks accrued in the first year, increasing every year to 6 weeks. Approximately 13 paid holidays which include a full week in December. In addition, paid “snow days” when weather conditions force workplace closures.A 403b retirement plan with an employer match. Hybrid/ flexible schedule opportunities.A Wellness Reimbursement Plan. An outstanding team and work environment. Administrative offices are pet friendly. Regular fun events for staff with contests, prizes, and food. A shared leave bank to cover employees when they have emergencies and have exhausted their personal leave.","Anchorage, AK",8849197.0,7.0,Full-time,0.0,1713553746000.0,0.0,https://www.linkedin.com/jobs/view/445337908/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716145746000.0,,,,1713553746000.0,,0,FULL_TIME
606178500,Associate Attorney,"Big Island firm seeks associate ready for a change Our Kailua-Kona firm has a fantastic opportunity for a civil litigation associate interested in the full scope of litigation. Want to see your career grow and be mentored to handle all aspects of litigation? Want to have reasonable billable hours and be encouraged to enjoy a healthy work/life balance? Want the flexibility to expand your areas of practice, to earn a competitive salary, and a clear line to bonus opportunities? Are you ready to leave your big law firm, your government job, your solo practice, or just get started? Jung & Vassar, P.C. is a well-established Big Island civil litigation firm handling all aspects of litigation and we’re looking for an interested associate ready to join us in our Kona office. About you: You are in good standing and currently licensed to practice law in the State of Hawaiʻi. You have civil litigation experience or you’re ready to learn. You are stable, drama-free, and know what makes you happy. You understand at all times the need to be respectful toward the judiciary, judges and staff. We like what we do, and think you should too.Interested? Send resume to: davidadmin@jungvassar.com","Kailua-Kona, HI",53812339.0,3.0,Full-time,0.0,1712440648000.0,0.0,https://www.linkedin.com/jobs/view/606178500/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715032648000.0,,,,1712440648000.0,,0,FULL_TIME
634823509,HVAC Technician,"Service and installation of HVAC equipment, rooftop units, VRF sustems, PTAC units, duct installation. ductless mini split , control wiring ,VFD set up , piping ,brazing , blue prints ,communication and team work .","Brooklyn, NY",,2.0,Full-time,0.0,1713492045000.0,0.0,https://www.linkedin.com/jobs/view/634823509/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716084045000.0,,,,1713492045000.0,,0,FULL_TIME
